,player_name,player_extended_name,nationality,position,overall
18113,Werner,Timo Werner,Germany,ST,86
18114,Neymar,Neymar da Silva Santos Jr.,Brazil,CAM,93
18115,Allan,Allan Marques Loureiro,Brazil,CM,86
18116,Gnabry,Serge Gnabry,Germany,RM,86
18117,Suárez,Luis Suárez,Uruguay,ST,90
18118,Lukaku,Romelu Lukaku,Belgium,ST,87
18119,Firmino,Roberto Firmino Barbosa de Oliveira,Brazil,CF,87
18120,Baumann,Oliver Baumann,Germany,GK,84
18121,Tarkowski,James Tarkowski,United Kingdom of Great Britain and Northern Ireland,CB,84
18122,Banega,Éver Banega,Argentina,CM,85
18123,Max,Philipp Max,Germany,LM,84
18124,Yedder,Wissam Ben Yedder,France,ST,86
18125,Willian,Willian Borges da Silva,Brazil,LW,84
18126,Ilicic,Josip Ilicic,Slovenia,ST,87
18127,Rodelin,Ronny Rodelin,France,RM,79
18128,Orsolini,Riccardo Orsolini,Italy,CAM,81
18129,Quaison,Robin Quaison,Sweden,LM,81
18130,Chevalier,Teddy Chevalier,France,ST,79
18131,Fernández,Ronnie Fernández,Chile,ST,78
18132,Benyu,Kundai Benyu,Zimbabwe,CM,60
18133,Ariza,Ronaldo Ariza,Colombia,LM,60
18134,Arboleda,Victor Arboleda,Colombia,RW,60
18135,Blackwood,George Blackwood,Australia,ST,60
18136,Yamada,Naoki Yamada,Japan,CF,60
18137,Barclay,Ben Barclay,United Kingdom of Great Britain and Northern Ireland,CB,60
18138,Foyth,Juan Foyth,Argentina,CB,84
18139,Meyer,Max Meyer,Germany,CM,84
18140,Moi Gómez,Moisés Gómez Bordonado,Spain,CM,86
18141,Phillips,Kalvin Phillips,United Kingdom of Great Britain and Northern Ireland,CDM,84
18142,Maguire,Sean Maguire,Ireland,ST,84
18143,Samba,Brice Samba,Congo,GK,79
18144,Tomkins,James Tomkins,United Kingdom of Great Britain and Northern Ireland,CB,82
18145,Heaton,Tom Heaton,United Kingdom of Great Britain and Northern Ireland,GK,83
18146,Alexander-Arnold,Trent Alexander-Arnold,United Kingdom of Great Britain and Northern Ireland,RB,86
18147,Sidibé,Djibril Sidibé,France,RWB,81
18148,Maguire,Harry Maguire,United Kingdom of Great Britain and Northern Ireland,CB,84
18149,Mooy,Aaron Mooy,Australia,CAM,81
18150,Doherty,Matt Doherty,Ireland,RWB,84
18151,Kanté,N'Golo Kanté,France,CM,90
18152,Hutchinson,Atiba Hutchinson,Canada,CDM,81
18153,Eriksen,Christian Eriksen,Denmark,CM,89
18154,Ayoze Pérez,Ayoze Pérez Gutiérrez,Spain,CAM,84
18155,Adama,Adama Traoré Diarra,Spain,RW,83
18156,Gomis,Bafétimbi Gomis,France,ST,84
18157,Kane,Harry Kane,United Kingdom of Great Britain and Northern Ireland,ST,93
18158,Hamdallah,Abderrazak Hamdallah,Morocco,ST,82
18159,Agüero,Sergio Agüero,Argentina,ST,90
18160,Martial,Anthony Martial,France,ST,85
18161,Barišic,Borna Barišic,Croatia,LB,78
18162,Anderson,Keshi Anderson,United Kingdom of Great Britain and Northern Ireland,CM,75
18163,Calvert-Lewin,Dominic Calvert-Lewin,United Kingdom of Great Britain and Northern Ireland,ST,81
18164,Ayew,Jordan Ayew,Ghana,ST,81
18165,Funes Mori,Rogelio Funes Mori,Argentina,ST,81
18166,Bahebeck,Jean-Christophe Bahebeck,France,ST,85
18167,Bazoer,Riechedly Bazoer,Netherlands,CM,84
18168,Shoji,Gen Shoji,Japan,CB,86
18169,Iniesta,Andrés Iniesta Luján,Spain,CM,91
18170,Messi,Lionel Messi,Argentina,RW,99
18171,Mané,Sadio Mané,Senegal,LW,97
18172,Mbappé,Kylian Mbappé,France,ST,98
18173,Alisson,Alisson Ramses Becker,Brazil,GK,97
18174,Robertson,Andrew Robertson,United Kingdom of Great Britain and Northern Ireland,LB,94
18175,De Ligt,Matthijs de Ligt,Netherlands,CB,96
18176,Van Dijk,Virgil van Dijk,Netherlands,CB,99
18177,Alexander-Arnold,Trent Alexander-Arnold,United Kingdom of Great Britain and Northern Ireland,RB,95
18178,Kanté,N'Golo Kanté,France,CDM,97
18179,De Jong,Frenkie de Jong,Netherlands,CM,94
18180,De Bruyne,Kevin De Bruyne,Belgium,CAM,98
18181,Neuer,Manuel Neuer,Germany,GK,92
18182,Suárez,Luis Suárez,Uruguay,ST,91
18183,Luiz,David Luiz Moreira Marinho,Brazil,CB,90
18184,Vlachodimos,Odisseas Vlachodimos,Greece,GK,83
18185,Sirigu,Salvatore Sirigu,Italy,GK,86
18186,Diakhaby,Mouctar Diakhaby,France,CB,81
18187,Varane,Raphaël Varane,France,CB,87
18188,Noble,Mark Noble,United Kingdom of Great Britain and Northern Ireland,CDM,81
18189,Corona,Jesús Corona,Mexico,RB,84
18190,Criscito,Domenico Criscito,Italy,CB,82
18191,Livaja,Marko Livaja,Croatia,CAM,81
18192,Horta,Ricardo Jorge da Luz Horta,Portugal,LW,82
18193,Gómez,Alejandro Gómez,Argentina,CAM,87
18194,Pépé,Nicolas Pépé,Côte d'Ivoire,RM,85
18195,Ünal,Enes Ünal,Turkey,ST,81
18196,Maddison,James Maddison,United Kingdom of Great Britain and Northern Ireland,CM,84
18197,Maynard,Nicky Maynard,United Kingdom of Great Britain and Northern Ireland,ST,81
18198,Deulofeu,Gerard Deulofeu Lázaro,Spain,LM,83
18199,Farman,Paul Farman,United Kingdom of Great Britain and Northern Ireland,GK,72
18200,Grealish,Jack Grealish,United Kingdom of Great Britain and Northern Ireland,LW,84
18201,Racic,Uroš Racic,Serbia,CM,79
18202,Immobile,Ciro Immobile,Italy,ST,89
18203,Jesus,Gabriel Fernando de Jesus,Brazil,ST,84
18204,Campbell,Tyrese Campbell,United Kingdom of Great Britain and Northern Ireland,RM,75
18205,Wells,Nahki Wells,Bermuda,ST,78
18206,Godden,Matt Godden,United Kingdom of Great Britain and Northern Ireland,ST,75
18207,Silva,Bernardo Mota Carvalho e Silva,Portugal,RW,91
18208,Alexander-Arnold,Trent Alexander-Arnold,United Kingdom of Great Britain and Northern Ireland,RB,88
18209,Marcelo,Marcelo Vieira da Silva,Brazil,LB,88
18210,Ronaldo,C. Ronaldo dos Santos Aveiro,Portugal,ST,99
18211,Anderson,Felipe Anderson Pereira Gomes,Brazil,LM,87
18212,Ziyech,Hakim Ziyech,Morocco,CAM,90
18213,Aouar,Houssem Aouar,France,CM,87
18214,Tomiyasu,Takehiro Tomiyasu,Japan,CB,85
18215,Cáceres,Martín Cáceres,Uruguay,CB,85
18216,Diarra,Moussa Diarra,France,LB,60
18217,Soumaré,Bryan Soumaré,France,CM,60
18218,Elsinho,Elson José Dias Junior,Brazil,CDM,60
18219,Handl,Johannes Handl,Austria,CB,60
18220,Kanther,Anton Kanther,Germany,CDM,60
18221,Coulibaly,Woyo Coulibaly,France,RB,60
18222,Engelhardt,Erik Engelhardt,Germany,ST,60
18223,Jung Hoon Sung,Hoon Sung Jung,Korea (Republic of),RM,60
18224,Scepanik,Lukas Scepanik,Germany,LM,60
18225,Barraza,Mauro Barraza,Argentina,CM,60
18226,Köhn,Derrick Köhn,Germany,LB,60
18227,Hasegawa,Yushi Hasegawa,Japan,CM,60
18228,Neurauter,Sandro Neurauter,Austria,CB,60
18229,Dos Santos,Benedict dos Santos,Germany,CDM,60
18230,Alves,Frederik Alves,Denmark,CB,60
18231,Dumitra?Cu,Denis Dumitra?cu,Romania,LB,60
18232,Grzesik,Jan Grzesik,Poland,RB,60
18233,Pațurcă,Paul Pa?urca,Romania,CDM,60
18234,Hazard,Eden Hazard,Belgium,LW,95
18235,Handanovic,Samir Handanovic,Slovenia,GK,89
18236,Dúbravka,Martin Dúbravka,Slovakia,GK,85
18237,Nkoulou,Nicolas Nkoulou,Cameroon,CB,86
18238,Glik,Kamil Glik,Poland,CB,83
18239,Azpilicueta,César Azpilicueta Tanco,Spain,LB,86
18240,Keane,Michael Keane,United Kingdom of Great Britain and Northern Ireland,CB,83
18241,Ings,Danny Ings,United Kingdom of Great Britain and Northern Ireland,ST,81
18242,Fernandes,Bruno Miguel Borges Fernandes,Portugal,CAM,87
18243,Rashford,Marcus Rashford,United Kingdom of Great Britain and Northern Ireland,LM,85
18244,Kamara,Boubacar Kamara,France,CDM,81
18245,Giovinco,Sebastian Giovinco,Italy,CAM,84
18246,El Arabi,Youssef El Arabi,Morocco,ST,84
18247,De Paul,Rodrigo Javier De Paul,Argentina,CM,82
18248,Diego Castro,Diego Castro Giménez,Spain,LF,81
18249,Mahrez,Riyad Mahrez,Algeria,RW,88
18250,Charbonnier,Gaëtan Charbonnier,France,ST,81
18251,Quagliarella,Fabio Quagliarella,Italy,ST,85
18252,Agüero,Sergio Agüero,Argentina,ST,91
18253,Álex Centelles,Alejandro Centelles Plaza,Spain,LB,74
18254,Amissi,Cedric Amissi,Burundi,CAM,76
18255,Grbic,Adrian Grbic,Austria,ST,76
18256,Vassell,Kyle Vassell,United Kingdom of Great Britain and Northern Ireland,ST,75
18257,Mhango,Gabadhino Mhango,Malawi,ST,72
18258,Schär,Fabian Schär,Switzerland,CB,86
18259,Córdoba,Iñigo Córdoba Kerejeta,Spain,LW,85
18260,Hernández,Juan Camilo Hernández,Colombia,ST,85
18261,Werner,Timo Werner,Germany,ST,89
18262,Varane,Raphaël Varane,France,CB,88
18263,Neymar,Neymar da Silva Santos Jr.,Brazil,CAM,94
18264,Mertens,Dries Mertens,Belgium,CF,90
18265,Alberto,Luis Alberto Romero Alconchel,Spain,CAM,88
18266,Salah,Mohamed Salah,Egypt,RW,93
18267,Walker,Kyle Walker,United Kingdom of Great Britain and Northern Ireland,RB,87
18268,Saúl,Saúl Ñíguez Esclápez,Spain,CM,87
18269,Semedo,Nélson Cabral Semedo,Portugal,RB,86
18270,Lewandowski,Robert Lewandowski,Poland,ST,93
18271,Pléa,Alassane Pléa,France,ST,87
18272,Sánchez,Alexis Sánchez,Chile,LW,89
18273,Telles,Alex Nicolao Telles,Brazil,LB,87
18274,Adama,Adama Traoré Diarra,Spain,RW,85
18275,Moreno,Gerard Moreno Balagueró,Spain,RW,87
18276,Vardy,Jamie Vardy,United Kingdom of Great Britain and Northern Ireland,ST,86
18277,Sanson,Morgan Sanson,France,CM,84
18278,Nainggolan,Radja Nainggolan,Belgium,CAM,87
18279,Maddox,Jacob Maddox,United Kingdom of Great Britain and Northern Ireland,CAM,61
18280,João Virgínia,João Manuel Neves Virgínia,Portugal,GK,63
18281,Mccormick,Luke McCormick,United Kingdom of Great Britain and Northern Ireland,CM,58
18282,Grant,Josh Grant,United Kingdom of Great Britain and Northern Ireland,RB,57
18283,Håland,Erling Braut Håland,Norway,ST,73
18284,Nketiah,Eddie Nketiah,United Kingdom of Great Britain and Northern Ireland,ST,68
18285,Minamino,Takumi Minamino,Japan,RM,75
18286,Minamino,Takumi Minamino,Japan,RM,75
18287,Carter-Vickers,Cameron Carter-Vickers,United States of America,CB,69
18288,Phillips,Nathaniel Phillips,United Kingdom of Great Britain and Northern Ireland,CB,61
18289,Clarke,Jack Clarke,United Kingdom of Great Britain and Northern Ireland,RM,67
18290,Sterling,Kazaiah Sterling,United Kingdom of Great Britain and Northern Ireland,ST,63
18291,Ibrahimovic,Zlatan Ibrahimovic,Sweden,ST,85
18292,Turan,Arda Turan,Turkey,LM,76
18293,Turan,Arda Turan,Turkey,LM,76
18294,Barlow,Aidan Barlow,United Kingdom of Great Britain and Northern Ireland,LM,62
18295,Tabla,Ballou Tabla,Canada,LW,65
18296,Folivi,Michael Folivi,United Kingdom of Great Britain and Northern Ireland,ST,61
18297,Weigl,Julian Weigl,Germany,CDM,80
18298,Dabbur,Munas Dabbur,Israel,ST,80
18299,Weigl,Julian Weigl,Germany,CDM,80
18300,Samuelsen,Martin Samuelsen,Norway,ST,65
18301,Maric,Marko Maric,Croatia,GK,63
18302,Onyekuru,Henry Onyekuru,Nigeria,LM,78
18303,Beijmo,Felix Beijmo,Sweden,RWB,67
18304,Onyekuru,Henry Onyekuru,Nigeria,LM,78
18305,Sørensen,Elias Sørensen,Denmark,ST,60
18306,Saracchi,Marcelo Saracchi,Uruguay,LB,75
18307,Gibson,Liam Gibson,United Kingdom of Great Britain and Northern Ireland,LB,56
18308,Saracchi,Marcelo Saracchi,Uruguay,LB,75
18309,Ewerton,Ewerton da Silva Pereira,Brazil,CM,69
18310,Sims,Josh Sims,United Kingdom of Great Britain and Northern Ireland,RM,67
18311,Aleñà,Carles Aleñà Castillo,Spain,CM,76
18312,Palacios,Exequiel Palacios,Argentina,CM,77
18313,Brault-Guillard,Zachary Brault-Guillard,Canada,RB,64
18314,Palacios,Exequiel Palacios,Argentina,CM,77
18315,Gregoritsch,Michael Gregoritsch,Austria,CAM,78
18316,Ascacibar,Santiago Ascacibar,Argentina,CDM,76
18317,Smith,Brad Smith,Australia,LB,65
18318,Surridge,Sam Surridge,United Kingdom of Great Britain and Northern Ireland,ST,65
18319,Taylor,Kyle Taylor,United Kingdom of Great Britain and Northern Ireland,CM,61
18320,Geelmuyden,Herman Geelmuyden,Norway,ST,54
18321,David Concha,David Concha Salas,Spain,RM,68
18322,Faraj,Imad Faraj,France,RM,65
18323,Zeka,Agim Zeka,Albania,RM,57
18324,Uth,Mark Uth,Germany,ST,78
18325,Okwonkwo,Orji Okwonkwo,Nigeria,RW,70
18326,Rexhbecaj,Elvis Rexhbecaj,Republic of Kosovo,CM,72
18327,Sierra,Jordan Sierra,Ecuador,CM,65
18328,Perin,Mattia Perin,Italy,GK,82
18329,Durmisi,Riza Durmisi,Denmark,LB,74
18330,Behrami,Valon Behrami,Switzerland,CDM,75
18331,Destro,Mattia Destro,Italy,ST,75
18332,Löwen,Eduard Löwen,Germany,CM,74
18333,Drinkwater,Danny Drinkwater,United Kingdom of Great Britain and Northern Ireland,CM,77
18334,Møller Dæhli,Mats Møller Dæhli,Norway,CAM,72
18335,Thorstvedt,Kristian Thorstvedt,Norway,CM,62
18336,Limbombe,Anthony Limbombe,Belgium,LW,73
18337,Gabrielsen,Ruben Gabrielsen,Norway,CB,68
18338,Murillo,Michael Murillo,Panama,RB,72
18339,Ofori,Ebenezer Ofori,Ghana,CM,72
18340,Wilson,Kane Wilson,United Kingdom of Great Britain and Northern Ireland,RB,63
18341,Fernando,Fernando Lucas Martins,Brazil,CDM,78
18342,Leeuwin,Ramon Leeuwin,Netherlands,CB,70
18343,Kazim-Richards,Colin Kazim-Richards,Turkey,ST,68
18344,Evjen,Håkon Evjen,Norway,RW,68
18345,Letellier,Alexandre Letellier,France,GK,68
18346,Katai,Aleksandar Katai,Serbia,RM,75
18347,Insúa,Emiliano Insúa,Argentina,LB,73
18348,Kljestan,Sacha Kljestan,United States of America,CAM,71
18349,Lato,Antonio Latorre Grueso,Spain,LB,74
18350,Thompson,Louis Thompson,United Kingdom of Great Britain and Northern Ireland,CM,66
18351,Hector,Michael Hector,Jamaica,CB,72
18352,Ceppelini,Pablo Ceppelini,Uruguay,CAM,73
18353,Foulquier,Dimitri Foulquier,France,RM,74
18354,Romo,Luis Romo,Mexico,CB,67
18355,Jurado,Sebastián Jurado,Mexico,GK,67
18356,Ndiaye,Badou Ndiaye,Senegal,CM,76
18357,Lennon,Brooks Lennon,United States of America,RB,67
18358,Fuentes,Luis Fuentes,Mexico,LB,71
18359,Gallagher,Jon Gallagher,Ireland,CM,56
18360,Escoboza,Alonso Escoboza,Mexico,LB,64
18361,Al Wehimid,Saleh Al Wehimid,Saudi Arabia,GK,54
18362,Gil,Leonardo Gil,Argentina,CDM,73
18363,Al Thani,Mohammad Fuad Al Thani,Saudi Arabia,RM,55
18364,Parkhouse,David Parkhouse,United Kingdom of Great Britain and Northern Ireland,ST,59
18365,Marreh,Sulayman Marreh,Gambia,CDM,69
18366,Smith,Eric Smith,Sweden,CM,65
18367,Berisha,Mergim Berisha,Republic of Kosovo,ST,67
18368,Niangbo,Anderson Niangbo,Côte d'Ivoire,ST,59
18369,Alan Carvalho,Alan Douglas Borges de Carvalho,Brazil,ST,78
18370,Liao Lisheng,Lisheng Liao,China,CDM,66
18371,He Chao,Chao He,China,CM,65
18372,Zhang Wenzhao,Wenzhao Zhang,China,LM,65
18373,Liu Yiming,Yiming Liu,China,CB,63
18374,Rong Hao,Hao Rong,China,RB,63
18375,Zhang Chenglin,Chenglin Zhang,China,CB,62
18376,Skrzybski,Steven Skrzybski,Germany,ST,73
18377,Hu Ruibao,Ruibao Hu,China,LWB,60
18378,Contreras,Rodrigo Contreras,Argentina,ST,65
18379,Coyle,Lewie Coyle,United Kingdom of Great Britain and Northern Ireland,RB,65
18380,Bangoura,Lass Bangoura,Guinea,RM,67
18381,Pyke,Rekeil Pyke,United Kingdom of Great Britain and Northern Ireland,ST,57
18382,Agudelo,Juan Agudelo,United States of America,ST,69
18383,Perea,Andrés Perea,Colombia,CDM,63
18384,Chi Wenyi,Wenyi Chi,China,GK,63
18385,Jin Pengxiang,Pengxiang Jin,China,CB,59
18386,Al Nabit,Sumayhan Al Nabit,Saudi Arabia,LM,60
18387,Luo Senwen,Senwen Luo,China,CM,64
18388,Zhang Xiaobin,Xiaobin Zhang,China,CM,62
18389,Wen Jiabao,Jiabao Wen,China,LB,53
18390,Gao Tianyi,Tianyi Gao,China,RM,55
18391,Steele,Luke Steele,United Kingdom of Great Britain and Northern Ireland,GK,68
18392,Heise,Philip Heise,Germany,LB,70
18393,Çolak,Emre Çolak,Turkey,CAM,75
18394,Brewster,Rhian Brewster,United Kingdom of Great Britain and Northern Ireland,ST,64
18395,Valencia,Carmelo Valencia,Colombia,ST,68
18396,Moreno,Didier Moreno,Colombia,CDM,68
18397,Vásquez,Larry Vásquez,Colombia,CM,68
18398,Dervisoglu,Halil Dervisoglu,Turkey,CF,67
18399,Rowe,Kelyn Rowe,United States of America,CM,68
18400,Buksa,Adam Buksa,Poland,ST,68
18401,Cavallini,Lucas Cavallini,Canada,ST,74
18402,Sinovic,Seth Sinovic,United States of America,LB,65
18403,Ranjitsingh,Greg Ranjitsingh,Trinidad and Tobago,GK,52
18404,Renatinho,Renato Ribeiro Calixto,Brazil,RW,74
18405,Yao Junsheng,Junsheng Yao,China,CM,57
18406,Chang Feiya,Feiya Chang,China,LM,58
18407,Guo Tianyu,Tianyu Guo,China,ST,53
18408,Zhang Chenlong,Chenlong Zhang,China,LB,58
18409,Earl,Josh Earl,United Kingdom of Great Britain and Northern Ireland,LB,66
18410,Kane,Herbie Kane,United Kingdom of Great Britain and Northern Ireland,CM,67
18411,Mcloughlin,Sean McLoughlin,Ireland,CB,64
18412,Bronn,Dylan Bronn,Tunisia,CB,75
18413,Zelarayán,Lucas Zelarayán,Argentina,CAM,74
18414,Paterson,Jamie Paterson,United Kingdom of Great Britain and Northern Ireland,LM,71
18415,Pajot,Vincent Pajot,France,CM,73
18416,Wormgoor,Vito Wormgoor,Netherlands,CB,73
18417,Morton,James Morton,United Kingdom of Great Britain and Northern Ireland,CM,57
18418,Jamiro Monteiro,Jamiro Gregory Monteiro Alvarenga,Cabo Verde,CM,73
18419,Sjöberg,Axel Sjöberg,Sweden,CB,68
18420,Wollacott,Jojo Wollacott,United Kingdom of Great Britain and Northern Ireland,GK,55
18421,Cadden,Chris Cadden,United Kingdom of Great Britain and Northern Ireland,RM,68
18422,Lampson,Matt Lampson,United States of America,GK,65
18423,Guzmán,Víctor Guzmán,Mexico,CM,76
18424,Benezet,Nicolas Benezet,France,LM,73
18425,Vázquez,José Juan Vázquez,Mexico,CDM,75
18426,Madueña,José Antonio Madueña,Mexico,RB,70
18427,Macías,José Juan Macías,Mexico,ST,69
18428,Antuna,Uriel Antuna,Mexico,LM,68
18429,Fuentes,César Fuentes,Chile,CDM,70
18430,Levi,Jonathan Levi,Sweden,RW,67
18431,Calderón,Cristian Calderón,Mexico,LB,67
18432,Islamovic,Dino Islamovic,Sweden,ST,66
18433,Peña,Alexis Peña,Mexico,CB,67
18434,Angulo,Jesús Angulo,Mexico,LM,66
18435,Yamane,Miki Yamane,Japan,CB,64
18436,Tanno,Kenta Tanno,Japan,GK,60
18437,Pulido,Alan Pulido,Mexico,ST,73
18438,Vibe,Lasse Vibe,Denmark,ST,70
18439,Shelton,Khiry Shelton,United States of America,ST,65
18440,George,Mayron George,Costa Rica,ST,68
18441,David Akintola,Babajide David Akintola,Nigeria,RW,67
18442,Roberts,Patrick Roberts,United Kingdom of Great Britain and Northern Ireland,RM,74
18443,Dreyer,Anders Dreyer,Denmark,RW,65
18444,Nmecha,Lukas Nmecha,Germany,ST,67
18445,Skytte,Sammy Skytte,Denmark,CM,64
18446,Kairinen,Kaan Kairinen,Finland,CM,62
18447,Macmath,Zac MacMath,United States of America,GK,66
18448,Toutouh,Youssef Toutouh,Denmark,LM,67
18449,Gregersen,Stian Rode Gregersen,Norway,CB,66
18450,Acosta,Luciano Acosta,Argentina,CAM,76
18451,Conti,Germán Conti,Argentina,CB,75
18452,Jeraldino,Ignacio Jeraldino,Chile,ST,70
18453,Brown,Reece Brown,United Kingdom of Great Britain and Northern Ireland,CAM,68
18454,Adryan,Adryan Oliveira Tavares,Brazil,LM,71
18455,Abe,Hiroyuki Abe,Japan,LM,71
18456,Inagaki,Sho Inagaki,Japan,CM,65
18457,Mateus,Mateus dos Santos Castro,Brazil,LM,65
18458,Yamasaki,Ryogo Yamasaki,Japan,ST,63
18459,Soma,Yuki Soma,Japan,RM,62
18460,Rooney,Wayne Rooney,United Kingdom of Great Britain and Northern Ireland,ST,80
18461,Varela,Federico Varela,Argentina,CM,69
18462,Thorne,George Thorne,United Kingdom of Great Britain and Northern Ireland,CDM,69
18463,Dowell,Kieran Dowell,United Kingdom of Great Britain and Northern Ireland,CAM,70
18464,Jorge Pombo,Jorge Marcos Pombo Escobar,Spain,ST,70
18465,Cole,Devante Cole,United Kingdom of Great Britain and Northern Ireland,ST,65
18466,Fisher,Andy Fisher,United Kingdom of Great Britain and Northern Ireland,GK,56
18467,Rapp,Nicolai Rapp,Germany,CB,69
18468,Linnér,Oscar Linnér,Sweden,GK,70
18469,Jean,Corentin Jean,France,RM,72
18470,Sagna,Amadou Sagna,Senegal,RW,62
18471,Mannone,Vito Mannone,Italy,GK,69
18472,Southwood,Luke Southwood,United Kingdom of Great Britain and Northern Ireland,GK,59
18473,Jensen,Fredrik Oldrup Jensen,Norway,CM,64
18474,Martínez,Osvaldo Martínez,Paraguay,CM,74
18475,Menéndez,Cristian Menéndez,Argentina,ST,72
18476,Zaldívar,Ángel Zaldívar,Mexico,ST,71
18477,Paganoni,Jesús Paganoni,Mexico,RB,68
18478,Salas,Javier Salas,Mexico,CM,67
18479,Reyes,Salvador Reyes,Mexico,LM,61
18480,Green,André Green,United Kingdom of Great Britain and Northern Ireland,LM,68
18481,Sarpong-Wiredu,Brendan Sarpong-Wiredu,United Kingdom of Great Britain and Northern Ireland,RB,51
18482,Maloney,Taylor Maloney,United Kingdom of Great Britain and Northern Ireland,CM,50
18483,Nalic,Adi Nalic,Sweden,CAM,63
18484,Adrian,Samuel Adrian,Sweden,CM,60
18485,Terrazzino,Marco Terrazzino,Germany,LM,70
18486,Ahmedhodzic,Anel Ahmedhodzic,Sweden,CB,57
18487,Vagic,Pavle Vagic,Sweden,LM,56
18488,Schmidt,Patrick Schmidt,Germany,ST,65
18489,Álex Mula,Alejandro Mula Sánchez,Spain,LM,69
18490,Reese,Fabian Reese,Germany,RM,65
18491,Johnsen,Bjørn Johnsen,Norway,ST,71
18492,Kim Bo Kyung,Bo Kyung Kim,Korea (Republic of),CAM,72
18493,Jeong Seung Hyun,Seung Hyun Jeong,Korea (Republic of),CB,70
18494,Koo Ja Ryong,Ja Ryong Koo,Korea (Republic of),CB,71
18495,Lee Ji Hoon,Ji Hoon Lee,Korea (Republic of),RB,60
18496,Álvarez,Favio Álvarez,Argentina,CAM,69
18497,Jung Hoon Sung,Hoon Sung Jung,Korea (Republic of),RM,60
18498,Saucedo,Sebastian Saucedo,United States of America,LW,64
18499,Mayorga,Alejandro Mayorga,Mexico,LB,63
18500,Vásquez,Johan Vásquez,Mexico,CB,62
18501,Ospina,Luciano Ospina,Colombia,CB,68
18502,Luis Mago,Luis Del Pino,Venezuela (Bolivarian Republic of),CB,67
18503,Cornejo,Fernando Cornejo,Chile,CDM,66
18504,Poulsen,Andreas Poulsen,Denmark,LB,63
18505,Galani,Sebastián Galani,Chile,CM,66
18506,Cabrera,Sebastián Cabrera,Chile,LB,64
18507,Salas,John Salas,Chile,RB,61
18508,Friede,Sidney Friede,Germany,CM,64
18509,Turay,Mohamed Buya Turay,Sierra Leone,ST,69
18510,Bushiri,Rocky Bushiri,Belgium,CB,66
18511,Koike,Yuta Koike,Japan,LB,62
18512,Quiñónes,Déinner Quiñónes,Colombia,LM,68
18513,Madrigal,Luis Madrigal,Mexico,ST,65
18514,Nara,Tatsuki Nara,Japan,CB,69
18515,Chávez,Diego Chávez,Mexico,ST,62
18516,Izumi,Ryuji Izumi,Japan,LM,66
18517,Arce,Fernando Arce,United States of America,CM,61
18518,Hirose,Rikuto Hirose,Japan,RB,65
18519,Nagato,Katsuya Nagato,Japan,LB,64
18520,Piotrowski,Jakub Piotrowski,Poland,CM,69
18521,Sugioka,Daiki Sugioka,Japan,LM,61
18522,Moncini,Gabriele Moncini,Italy,ST,70
18523,Tillman,Timothy Tillman,Germany,CAM,64
18524,Balic,Husein Balic,Austria,ST,66
18525,Lim Sang Hyub,Sang Hyub Lim,Korea (Republic of),RM,64
18526,Myeong Joon Jae,Joon Jae Myeong,Korea (Republic of),LM,56
18527,Rojas,Henry Rojas,Colombia,LB,68
18528,Gutiérrez,Germán Gutiérrez,Colombia,LB,67
18529,Subero,Cristian Subero,Colombia,RB,60
18530,Mcgeehan,Cameron McGeehan,United Kingdom of Great Britain and Northern Ireland,CM,68
18531,Holland,Nathan Holland,United Kingdom of Great Britain and Northern Ireland,LM,61
18532,Seddon,Steve Seddon,United Kingdom of Great Britain and Northern Ireland,LB,62
